bi,io,om,me,et,tr,ri,ic
0.6807548999786377,0.7412841320037842,0.7444806098937988,0.7158167362213135,0.7237555980682373,0.6564080715179443,0.6808724403381348,0.6839389801025391
0.6140329837799072,0.7174112796783447,0.5792500972747803,0.7138381004333496,0.6367824077606201,0.6696381568908691,0.6196925640106201,0.6273946762084961
0.6343734264373779,0.6426074504852295,0.5835378170013428,0.5865738391876221,0.5745217800140381,0.6270735263824463,0.5876944065093994,0.6084632873535156
0.6320450305938721,1.1132397651672363,0.8608202934265137,0.8962109088897705,0.9905986785888672,0.9106307029724121,0.9768908023834229,0.8852918148040771
1.015122652053833,0.934046745300293,0.8819644451141357,0.9155466556549072,0.963841438293457,0.9244496822357178,0.8999624252319336,0.8671295642852783
0.8183448314666748,1.0179286003112793,0.9123854637145996,0.8374969959259033,0.8297626972198486,0.8638160228729248,0.7777276039123535,0.7683448791503906
