bi,io,om,me,et,tr,ri,ic
0.2255542278289795,0.13353633880615234,0.3604459762573242,0.20367145538330078,0.2399592399597168,0.17911291122436523,0.31824779510498047,0.41246986389160156
0.32407641410827637,0.13819265365600586,0.33304786682128906,0.18187904357910156,0.27799057960510254,0.18212246894836426,0.25119853019714355,0.21282458305358887
0.2564663887023926,0.11453008651733398,0.33705639839172363,0.1889934539794922,0.2899963855743408,0.17914342880249023,0.2438044548034668,0.294069766998291
0.29218125343322754,0.12004375457763672,0.3861517906188965,0.22160577774047852,0.2762281894683838,0.19621515274047852,0.31499814987182617,0.2789444923400879
0.2620069980621338,0.12320208549499512,0.32359981536865234,0.23909568786621094,0.2555501461029053,0.20875978469848633,0.255817174911499,0.249131441116333
0.3294672966003418,0.12544631958007812,0.3001730442047119,0.17812514305114746,0.2432863712310791,0.17785906791687012,0.18955206871032715,0.21304059028625488
